APTF,7
<<Description>>

<<Creator>>
Unknown
<<Category>>

<<Objects>>
206	M86	NGC4406,UGC7532	12.4366311	12.9461583	9.90	999.00	9.8x6.3	0.00	Galaxy	Messier	85		130	0.0000000
207	M87	Smoking Gun, Virgo A	12.5137358	12.3907747	9.60	999.00	8.7x6.6	0.00	Galaxy	Messier	86		0	0.0000000
208	M88	NGC4501,UGC7675	12.5331000	14.4200831	10.20	999.00	6.8x3.7	0.00	Galaxy	Messier	87		140	0.0000000
209	M89	NGC4552,UGC7760	12.5944194	12.5562783	10.90	999.00	5.3x4.8	0.00	Galaxy	Messier	88		0	0.0000000
210	M90	NGC4569,UGC7786	12.6138753	13.1632500	10.20	999.00	9.9x4.4	0.00	Galaxy	Messier	89		23	0.0000000
211	M91	Missing Messier Object	12.5906972	14.4963883	10.90	999.00	5.2x4.2	0.00	Galaxy	Messier	90		150	0.0000000
212	M92	NGC6341	17.2853908	43.1365014	7.50	999.00	11.2	0.00	Globular	Messier	91		0	0.0000000
213	M93	NGC2447	7.7416667	-23.8566667	6.50	999.00	22	0.00	Open	Messier	92		0	0.0000000
214	M94	Croc's Eye Galaxy	12.8480731	41.1199914	8.90	999.00	12.3x10.8	0.00	Galaxy	Messier	93		105	0.0000000
215	M95	NGC3351,UGC5850	10.7327050	11.7035550	10.60	999.00	7.3x4.4	0.00	Galaxy	Messier	94		13	0.0000000
216	M96	NGC3368,UGC5882	10.7793608	11.8200272	10.10	999.00	7.8x5.2	0.00	Galaxy	Messier	95		5	0.0000000
217	M97	Owl Nebula	11.2466058	55.0189439	12.00	999.00	3.2	0.00	P Neb	Messier	96		0	0.0000000
218	M98	NGC4192,UGC7231	12.2300750	14.9002056	10.90	999.00	9.4x2.3	0.00	Galaxy	Messier	97		155	0.0000000
219	M99	Virgo Cluster Pinwheel/Coma Pinwheel Galaxy	12.3137578	14.4169722	10.40	999.00	5.3x4.6	0.00	Galaxy	Messier	98		0	0.0000000
220	M100	Mirror of M99	12.3819333	15.8225833	10.10	999.00	7.5x6.1	0.00	Galaxy	Messier	99		30	0.0000000
221	M101	Pinwheel Galaxy	14.0534725	54.3489150	8.20	999.00	28.5x28.3	0.00	Galaxy	Messier	100		0	0.0000000
222	M102	Spindle Galaxy (duplicate of M101?)	15.1082125	55.7630767	10.80	999.00	6.5x3.1	0.00	Galaxy	Messier	101		128	0.0000000
223	M103	NGC581	1.5563889	60.6500014	7.00	999.00	6	0.00	Open	Messier	102		0	0.0000000
224	M104	Sombrero Galaxy	12.6665183	-11.6230192	9.20	999.00	8.6x4.2	0.00	Galaxy	Messier	103		89	0.0000000
225	M105	NGC3379,UGC5902	10.7971192	12.5818892	10.50	999.00	5.3x4.8	0.00	Galaxy	Messier	104		0	0.0000000
226	M106	NGC4258,UGC7353	12.3160028	47.3044394	9.10	999.00	17.4x6.6	0.00	Galaxy	Messier	105		150	0.0000000
